variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc
mcmillan17,0.05906842913329043,3.2045183181762695,1.1829065084457397,0.5260607004165649,0.9638015265370314
mcmillan17,0.08748535072065221,10.028307914733887,7.037685394287109,0.4150233864784241,0.9827032149778279
mcmillan17,0.01335729297732576,3.6619925498962402,1.3513147830963135,0.590010941028595,0.9927314168455419
mcmillan17,0.11471653527353617,3.0128209590911865,1.1248871088027954,0.4901561439037323,0.9266409848129812
mcmillan17,0.09702034468528498,3.469390869140625,1.447201132774353,0.4330346882343292,0.945592171587412
mcmillan17,0.057039149987909044,3.716491460800171,1.4359444379806519,0.5526396036148071,0.9697688155358588
mcmillan17,0.12616967316408764,5.135082244873047,2.1917035579681396,0.5554285645484924,0.9520381555076118
mcmillan17,0.02734557308100213,11.46448802947998,5.240723609924316,0.02820003032684326,0.9952408685982178
mcmillan17,0.06900926924686437,12.261990547180176,4.868002414703369,0.3762442469596863,0.9888071899644453
mcmillan17,0.10610765892937431,7.298994541168213,4.411202430725098,0.17334522306919098,0.9713420136381168
mcmillan17,0.008229981916571821,2.7871713638305664,1.177108645439148,0.2890686094760895,0.9941117707987852
mcmillan17,0.09200684261391129,2.794285535812378,1.0776504278182983,0.40975499153137207,0.9362456532112824
mcmillan17,0.02837360209046173,9.893196105957031,4.682331085205078,0.06758786737918854,0.9942804207549039
mcmillan17,0.1894463651252919,8.072447776794434,0.06934267282485962,0.18955692648887634,0.9541397258616358
mcmillan17,0.024657234846597743,9.206130981445312,3.8945815563201904,0.5028938055038452,0.9946576101046106
mcmillan17,0.0755717465308936,5.621821880340576,2.954545259475708,0.07616133987903595,0.9734714673128907
mcmillan17,0.10152621210020572,4.407854080200195,1.6708580255508423,0.6450543999671936,0.9549711022272582
mcmillan17,0.2287540629792641,12.659531593322754,4.790505886077881,0.24016186594963074,0.9645020184872438
mcmillan17,0.021869895701398225,7.84332799911499,3.247982978820801,0.5935141444206238,0.9944388187064406
mcmillan17,0.13899187888033945,10.433323860168457,1.2393648624420166,0.13902010023593903,0.9737064457189878
