source_id,P_forward,P_latent,delta
4039159769809689984,0.3985,0.09180147098174045,-0.30669852901825956
5813833796785259264,0.8985,0.4624891675332767,-0.4360108324667233
5009336428818086528,0.8475,0.30292210739026143,-0.5445778926097387
2901583461689356032,1.0,0.9999999999999998,-2.220446049250313e-16
6448488710242595200,0.779,0.23666638525090064,-0.5423336147490994
1451327659011167232,1.0,0.9999999999999999,-1.1102230246251565e-16
6708201190749087488,0.653,0.17035564279634893,-0.48264435720365106
4044317338290621568,0.6135,0.14096401711527645,-0.4725359828847236
1284502779818086528,1.0,1.0,0.0
3506183087368009216,0.9885,0.9155444463083239,-0.07295555369167617
6638402508990295168,0.8025,0.296907163002498,-0.505592836997502
6784118757789092224,0.8555,0.3572124143156771,-0.49828758568432296
4051283328604311040,0.807,0.24931766629250748,-0.5576823337074925
3566782705092606208,1.0,1.0,0.0
6219455181136976128,0.9975,0.9709139124215055,-0.026586087578494566
4389105149407614080,0.9165,0.6201469021687044,-0.2963530978312956
4225840145265828736,1.0,1.0,0.0
1745758318670925568,0.907,0.5601592042250996,-0.34684079577490046
4124295470510390528,0.7145,0.22065568487275264,-0.49384431512724736
1097505470028525184,0.767,0.22871708653046724,-0.5382829134695328
6888772091291221888,0.8035,0.25117597771826,-0.55232402228174
4825523167263265664,0.959,0.7444411202581196,-0.21455887974188037
5847442981050654336,1.0,0.9999999999999998,-2.220446049250313e-16
5454407500107980544,0.853,0.3607944355197418,-0.4922055644802582
4401997335556665728,0.6995,0.21619025479489745,-0.48330974520510256
3402574182538600064,0.983,0.8412761049303473,-0.14172389506965266
262676695131174784,0.988,0.8466564842432729,-0.1413435157567271
6031878394370598528,0.6335,0.1727876506127227,-0.46071234938727723
3063785306803993856,0.9755,0.8123935381558401,-0.1631064618441599
6764310604845535616,0.631,0.12372340345125331,-0.5072765965487467
4048293550308268288,0.547,0.11750278393438933,-0.4294972160656107
974643017084542336,0.952,0.6760025491191547,-0.27599745088084526
5671614093732317952,0.9195,0.5499884432099573,-0.36951155679004266
1906717921807774464,0.997,0.9615987716185609,-0.03540122838143911
78171462803918464,0.965,0.7434275354138606,-0.22157246458613933
6731373810620076544,0.684,0.17278541911703962,-0.5112145808829605
1764739565859765760,1.0,1.0,0.0
4212483449832235520,0.6175,0.17928750052431403,-0.438212499475686
6140333053091707776,0.876,0.4340842955380162,-0.4419157044619838
6506705789348370560,0.956,0.7916121267804925,-0.16438787321950743
4049340457235691136,0.377,0.09884831059859171,-0.2781516894014083
5923746992090768256,0.7535,0.1914208801050895,-0.5620791198949104
1178304520808040576,0.893,0.5021447603346844,-0.39085523966531566
4296807917137931776,0.6535,0.18172804788218,-0.47177195211781997
